capability_id	parent_id	design_ref	user_outcome	actor	producer	consumer	current_data	default_workflow	executable_witness	failure_or_refusal	verdict	authority_route	evidence_limit
UX-004.05	UX-004	design/11 §3	Continue into the next run	player	next run is created server-side	mounted Run End continuation	epoch-8 run transition	current integrated path for: Continue into the next run	real Chromium/Vite/gameserver/Postgres exact-successor witness; disconnect mutation fails	producer-to-consumer workflow is designated-approved	proven_integration	preserve archived Game UI witness	Bounded to the Phase-A exact-successor contract
UX-004.06	UX-004	design/11 §3	Experience the scripted first-failure branch	player	Prestige/curriculum run-ended payload	mounted Run End component	three branches and terms	partial current path for: Experience the scripted first-failure branch	cold server first-hour plus component fixtures	named limitation prevents the larger claim	partial_integration	full browser AC1	Next-run continuation and exact full-sequence browser proof absent
UX-005.01	UX-005	design/11 §3	Enable Advisor Mode	player	none	none	none	unavailable at 190a4fa: Enable Advisor Mode	none	no production producer-to-consumer path	absent	owner release floor/future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
UX-005.02	UX-005	design/11 §3	Receive Advisor guidance without hidden rule changes	player	none	none	none	unavailable at 190a4fa: Receive Advisor guidance without hidden rule changes	none	no production producer-to-consumer path	absent	owner release floor/future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
UX-006.01	UX-006	design/11 §4	Progress through a multi-run first-ending arc	player	none	none	none	unavailable at 190a4fa: Progress through a multi-run first-ending arc	none	no production producer-to-consumer path	absent	D-007/content DAG	binding intent exists; current module/fixture/future design receives no implementation credit
UX-006.02	UX-006	design/11 §4	See run-count pacing communicate long-term commitment	player	none	none	none	unavailable at 190a4fa: See run-count pacing communicate long-term commitment	none	no production producer-to-consumer path	absent	D-007/content DAG	binding intent exists; current module/fixture/future design receives no implementation credit
UX-007.01	UX-007	design/11 §5	Ship the declared launch copy surface count	player	none	none	none	unavailable at 190a4fa: Ship the declared launch copy surface count	none	no production producer-to-consumer path	absent	copy production/research program	binding intent exists; current module/fixture/future design receives no implementation credit
UX-007.02	UX-007	design/11 §5	Cover every mounted launch surface with governed copy	player	none	none	none	unavailable at 190a4fa: Cover every mounted launch surface with governed copy	none	no production producer-to-consumer path	absent	copy production/research program	binding intent exists; current module/fixture/future design receives no implementation credit
UX-008.01	UX-008	design/11 §6	Resolve player copy from data keys	player	strict copy loader/resolver/lints	mounted Game UI copy	208-key catalog/provenance	current bounded foundation path for: Resolve player copy from data keys	copy resolver unit tests plus mounted bounded consumption audit	named limitation prevents the larger claim	proven_bounded_primitive	full real-content/editorial coverage	Bounded 208-key application resolver; completeness defects tracked separately
UX-008.02	UX-008	design/11 §6	Reject invalid copy parameters	player	strict copy loader/resolver/lints	mounted Game UI copy	208-key catalog/provenance	current bounded foundation path for: Reject invalid copy parameters	copy resolver unit tests plus mounted bounded consumption audit	named limitation prevents the larger claim	proven_bounded_primitive	full real-content/editorial coverage	Bounded 208-key application resolver; completeness defects tracked separately
UX-008.03	UX-008	design/11 §6	Lint prohibited or unsupported claims	player	strict copy loader/resolver/lints	mounted Game UI copy	208-key catalog/provenance	current bounded foundation path for: Lint prohibited or unsupported claims	copy-check seeded detector/denylist fixtures	named limitation prevents the larger claim	proven_bounded_primitive	full real-content/editorial coverage	Declared narrow detectors only; not full editorial/legal review
UX-008.04	UX-008	design/11 §6	Attach citations to verified claims	player	strict copy loader/resolver/lints	mounted Game UI copy	208-key catalog/provenance	partial current path for: Attach citations to verified claims	copy-check plus consumption audit	named limitation prevents the larger claim	partial_integration	full real-content/editorial coverage	Provenance registry exists but complete shipped factual-claim coverage is unproved
UX-008.05	UX-008	design/11 §6	Preserve a localization-ready copy shape	player	strict copy loader/resolver/lints	mounted Game UI copy	208-key catalog/provenance	partial current path for: Preserve a localization-ready copy shape	copy-check plus consumption audit	named limitation prevents the larger claim	partial_integration	full real-content/editorial coverage	Typed key/parameter shape exists; localization is explicitly deferred
UX-009.01	UX-009	design/11 §7	Reach core actions within navigation depth two	player	Svelte semantic controls/theme	five mounted surfaces	T0-T1 UI	partial current path for: Reach core actions within navigation depth two	axe plus failed focus/320px probes	named limitation prevents the larger claim	partial_integration	task-level accessibility/reflow/mobile audit	Keyboard/AT/zoom/reflow and dynamic focus coverage incomplete
UX-009.02	UX-009	design/11 §7	Reflow core UI at mobile width	player	responsive Svelte/CSS surface	mounted Desk	T0-T1 UI	unavailable at 190a4fa: Reflow core UI at mobile width	direct Chromium/Firefox/WebKit 320px probe failed at 647px scroll width	no production producer-to-consumer path	absent	task-level accessibility/reflow/mobile audit	Core Desk reflow directly fails in every tested engine
UX-009.03	UX-009	design/11 §7	Reflow core UI at supported zoom	player	responsive Svelte/CSS surface	mounted fixtures	T0-T1 UI	fixture/static client path only: Reflow core UI at supported zoom	no 200 or 400 percent workflow probe	named limitation prevents the larger claim	client_or_fixture_only	task-level accessibility/reflow/mobile audit	Presence of responsive styles is not supported-zoom task proof
UX-009.04	UX-009	design/11 §7	Complete core play by keyboard	player	native controls and focus styles	mounted fixtures	T0-T1 UI	fixture/static client path only: Complete core play by keyboard	Begin activates after programmatic focus; lifecycle focus probe fails	named limitation prevents the larger claim	client_or_fixture_only	task-level accessibility/reflow/mobile audit	No Tab-reached keyboard completion; surface replacement loses focus in every engine
UX-009.05	UX-009	design/11 §7	Complete core play with assistive technology	player	semantic native DOM	five fixture surfaces	T0-T1 UI	fixture/static client path only: Complete core play with assistive technology	axe fixture only; no assistive-technology task record	named limitation prevents the larger claim	client_or_fixture_only	task-level accessibility/reflow/mobile audit	Automated axe output is not assistive-technology workflow proof
CP-001.01	CP-001	design/12 §1	Load a versioned additive content pack	content author	none	none	none	unavailable at 190a4fa: Load a versioned additive content pack	none	no production producer-to-consumer path	absent	design/RFC reconciliation and future contract	binding intent exists; current module/fixture/future design receives no implementation credit
CP-001.02	CP-001	design/12 §1	Stage a content pack before activation	content author	none	none	none	unavailable at 190a4fa: Stage a content pack before activation	none	no production producer-to-consumer path	absent	design/RFC reconciliation and future contract	binding intent exists; current module/fixture/future design receives no implementation credit
CP-001.03	CP-001	design/12 §1	Activate a pack without mutating historical epochs	player	none	none	none	unavailable at 190a4fa: Activate a pack without mutating historical epochs	none	no production producer-to-consumer path	absent	design/RFC reconciliation and future contract	binding intent exists; current module/fixture/future design receives no implementation credit
CP-002.01	CP-002	design/12 §2	Extend economy content through data	content author	strict versioned catalog loaders and validators	server runtime packages	current epoch family artifact	current bounded foundation path for: Extend economy content through data	cold schema/package tests with rejecting fixtures	named limitation prevents the larger claim	proven_bounded_primitive	pack/extension ownership audit	Bounded data-extension primitive; no claim that each family has a mounted player workflow
CP-002.02	CP-002	design/12 §2	Extend routes through data	content author	strict versioned catalog loaders and validators	server runtime packages	current epoch family artifact	current bounded foundation path for: Extend routes through data	cold schema/package tests with rejecting fixtures	named limitation prevents the larger claim	proven_bounded_primitive	pack/extension ownership audit	Bounded data-extension primitive; no claim that each family has a mounted player workflow
CP-002.03	CP-002	design/12 §2	Extend achievements through data	content author	strict versioned catalog loaders and validators	server runtime packages	current epoch family artifact	current bounded foundation path for: Extend achievements through data	cold schema/package tests with rejecting fixtures	named limitation prevents the larger claim	proven_bounded_primitive	pack/extension ownership audit	Bounded data-extension primitive; no claim that each family has a mounted player workflow
CP-002.04	CP-002	design/12 §2	Extend factions through data	content author	strict versioned catalog loaders and validators	server runtime packages	current epoch family artifact	current bounded foundation path for: Extend factions through data	cold schema/package tests with rejecting fixtures	named limitation prevents the larger claim	proven_bounded_primitive	pack/extension ownership audit	Bounded data-extension primitive; no claim that each family has a mounted player workflow
CP-002.05	CP-002	design/12 §2	Extend guilds through data	content author	strict versioned catalog loaders and validators	server runtime packages	current epoch family artifact	current bounded foundation path for: Extend guilds through data	cold schema/package tests with rejecting fixtures	named limitation prevents the larger claim	proven_bounded_primitive	pack/extension ownership audit	Bounded data-extension primitive; no claim that each family has a mounted player workflow
CP-002.06	CP-002	design/12 §2	Extend minigames through their socket	content author	minigame API/session socket	Pitch and Recovery backend tenants only	two backend tenants; no mounted client	backend/data path only; intended player path unavailable: Extend minigames through their socket	cold authenticated Postgres lifecycles	named limitation prevents the larger claim	backend_or_data_only	pack/extension ownership audit	Socket is exercised server-side but no player minigame client exists
CP-002.07	CP-002	design/12 §2	Extend events through the closed effect vocabulary	content author	none	none	no Events effect vocabulary/runtime	unavailable at 190a4fa: Extend events through the closed effect vocabulary	none	no production producer-to-consumer path	absent	pack/extension ownership audit	Events extension contract is not implemented
CP-002.08	CP-002	design/12 §2	Extend presentation copy through governed catalogs	content author	strict governed copy loader/resolver	mounted bounded Game UI plus backend/data references	208 application keys	current bounded foundation path for: Extend presentation copy through governed catalogs	copy-check and exact consumption inventory	named limitation prevents the larger claim	proven_bounded_primitive	pack/extension ownership audit	50 current references bypass the registry and four emitted reason keys are missing; RP-108/RP-109
CP-003.01	CP-003	design/12 §3	Create every minigame through one API socket	player	shared minigame API/session coordinator	no production client	Pitch and Recovery backends	backend/data path only; intended player path unavailable: Create every minigame through one API socket	cold Postgres lifecycle	named limitation prevents the larger claim	backend_or_data_only	RP-019/Minigame Platform reconciliation	RFC body drifts and no mounted socket/surface exists
CP-003.02	CP-003	design/12 §3	Persist every minigame through the shared session contract	player	shared minigame API/session coordinator	no production client	Pitch and Recovery backends	backend/data path only; intended player path unavailable: Persist every minigame through the shared session contract	cold Postgres lifecycle	named limitation prevents the larger claim	backend_or_data_only	RP-019/Minigame Platform reconciliation	RFC body drifts and no mounted socket/surface exists
CP-004.01	CP-004	design/12 §4	Select event effects from a closed vocabulary	player	none	none	none	unavailable at 190a4fa: Select event effects from a closed vocabulary	none	no production producer-to-consumer path	absent	Events RFC	binding intent exists; current module/fixture/future design receives no implementation credit
CP-004.02	CP-004	design/12 §4	Reject an event with an undeclared effect verb	player	none	none	none	unavailable at 190a4fa: Reject an event with an undeclared effect verb	none	no production producer-to-consumer path	absent	Events RFC	binding intent exists; current module/fixture/future design receives no implementation credit
CP-005.01	CP-005	design/12 §5	Research a current event before authoring	content author	none	none	none	unavailable at 190a4fa: Research a current event before authoring	none	no production producer-to-consumer path	absent	RP-020 plus deployment/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
CP-005.02	CP-005	design/12 §5	Activate current-event content in a new epoch	player	none	none	none	unavailable at 190a4fa: Activate current-event content in a new epoch	none	no production producer-to-consumer path	absent	RP-020 plus deployment/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
CP-005.03	CP-005	design/12 §5	Retain prior-epoch replay behavior	player	none	none	none	unavailable at 190a4fa: Retain prior-epoch replay behavior	none	no production producer-to-consumer path	absent	RP-020 plus deployment/content RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
CP-006.01	CP-006	design/12 §7	Load saves against their pinned pack set	player	none	none	none	unavailable at 190a4fa: Load saves against their pinned pack set	none	no production producer-to-consumer path	absent	future accepted RFC	binding intent exists; current module/fixture/future design receives no implementation credit
CP-006.02	CP-006	design/12 §7	Migrate compatible pack-set saves	player	none	none	none	unavailable at 190a4fa: Migrate compatible pack-set saves	none	no production producer-to-consumer path	absent	future accepted RFC	binding intent exists; current module/fixture/future design receives no implementation credit
CP-006.03	CP-006	design/12 §7	Retire a pack without corrupting historical saves	player	none	none	none	unavailable at 190a4fa: Retire a pack without corrupting historical saves	none	no production producer-to-consumer path	absent	future accepted RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-001.01	W-001	design/13 §2	Render a state-derived personal diorama	player	none	none	none	unavailable at 190a4fa: Render a state-derived personal diorama	none	no production producer-to-consumer path	absent	world/rendering RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-001.02	W-001	design/13 §2	Fast-forward the diorama on return	player	none	none	none	unavailable at 190a4fa: Fast-forward the diorama on return	none	no production producer-to-consumer path	absent	world/rendering RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-001.03	W-001	design/13 §2	Keep the diorama non-authoritative	content author	none	none	none	unavailable at 190a4fa: Keep the diorama non-authoritative	none	no production producer-to-consumer path	absent	world/rendering RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-002.01	W-002	design/13 §3	Place adoption or regulation pressure on regions	player	none	none	none	unavailable at 190a4fa: Place adoption or regulation pressure on regions	none	no production producer-to-consumer path	absent	v1.0 future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-002.02	W-002	design/13 §3	Watch the spatial campaign respond to player actions	player	none	none	none	unavailable at 190a4fa: Watch the spatial campaign respond to player actions	none	no production producer-to-consumer path	absent	v1.0 future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-003.01	W-003	design/13 §4	Observe shared world state	player	world aggregation/snapshot primitives	presence/count only	no regional map artifact	backend/data path only; intended player path unavailable: Observe shared world state	cold world/transport tests	named limitation prevents the larger claim	backend_or_data_only	World RFC plus map/content/UI	Regional Planet and public final artifact absent
W-003.02	W-003	design/13 §4	Observe a regional Planet ratchet	player	world aggregation/snapshot primitives	presence/count only	no regional map artifact	backend/data path only; intended player path unavailable: Observe a regional Planet ratchet	cold world/transport tests	named limitation prevents the larger claim	backend_or_data_only	World RFC plus map/content/UI	Regional Planet and public final artifact absent
W-003.03	W-003	design/13 §4	Inspect a public immutable world artifact	player	world aggregation/snapshot primitives	presence/count only	no regional map artifact	backend/data path only; intended player path unavailable: Inspect a public immutable world artifact	cold world/transport tests	named limitation prevents the larger claim	backend_or_data_only	World RFC plus map/content/UI	Regional Planet and public final artifact absent
W-004.01	W-004	design/13 §5	Draft one of offered regions	player	none	none	none	unavailable at 190a4fa: Draft one of offered regions	none	no production producer-to-consumer path	absent	World/content RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-004.02	W-004	design/13 §5	Place infrastructure under the Thermal Law	player	none	none	none	unavailable at 190a4fa: Place infrastructure under the Thermal Law	none	no production producer-to-consumer path	absent	World/content RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-004.03	W-004	design/13 §5	Reveal world geography through placement	player	none	none	none	unavailable at 190a4fa: Reveal world geography through placement	none	no production producer-to-consumer path	absent	World/content RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-005.01	W-005	design/13 §6	Interact with the Pixi or WebGPU world view	player	none	none	none	unavailable at 190a4fa: Interact with the Pixi or WebGPU world view	none	no production producer-to-consumer path	absent	rendering research/RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-005.02	W-005	design/13 §6	Open a baked accessible world overview	player	none	none	none	unavailable at 190a4fa: Open a baked accessible world overview	none	no production producer-to-consumer path	absent	rendering research/RFC	binding intent exists; current module/fixture/future design receives no implementation credit
W-005.03	W-005	design/13 §6	Use world rendering at supported scale	player	none	none	none	unavailable at 190a4fa: Use world rendering at supported scale	none	no production producer-to-consumer path	absent	rendering research/RFC	binding intent exists; current module/fixture/future design receives no implementation credit
